subject,actual_label,predicted_label,classified_by,Group,Accuracy
DAPA10,OTS-bodies,mFus-faces,ROI,Children,0
AG10,OTS-bodies,mFus-faces,ROI,Children,0
STM10,OTS-bodies,mOTS-words,ROI,Children,0
SERA10,OTS-bodies,CoS-places,ROI,Children,0
KW10,OTS-bodies,mOTS-words,ROI,Children,0
NW10,OTS-bodies,OTS-bodies,ROI,Children,100
RJM10,OTS-bodies,mFus-faces,ROI,Children,0
AyS10,OTS-bodies,mFus-faces,ROI,Children,0
CGSA11,OTS-bodies,mOTS-words,ROI,Children,0
MFC11,OTS-bodies,mOTS-words,ROI,Children,0
JTE11,OTS-bodies,OTS-bodies,ROI,Children,100
JDB11,OTS-bodies,mOTS-words,ROI,Children,0
CS11,OTS-bodies,mFus-faces,ROI,Children,0
OS12,OTS-bodies,mFus-faces,ROI,Children,0
CLC06,OTS-bodies,mOTS-words,ROI,Children,0
RJ09,OTS-bodies,mOTS-words,ROI,Children,0
ZCM05,CoS-places,CoS-places,ROI,Children,100
MEC05,CoS-places,mFus-faces,ROI,Children,0
RHSA06,CoS-places,CoS-places,ROI,Children,100
INW06,CoS-places,CoS-places,ROI,Children,100
AlS07,CoS-places,CoS-places,ROI,Children,100
SDS07,CoS-places,mFus-faces,ROI,Children,0
SM08,CoS-places,CoS-places,ROI,Children,100
MDT09,CoS-places,CoS-places,ROI,Children,100
LEE09,CoS-places,mFus-faces,ROI,Children,0
GEJA09,CoS-places,CoS-places,ROI,Children,100
DAPA10,CoS-places,CoS-places,ROI,Children,100
AG10,CoS-places,CoS-places,ROI,Children,100
STM10,CoS-places,CoS-places,ROI,Children,100
SERA10,CoS-places,mFus-faces,ROI,Children,0
KW10,CoS-places,CoS-places,ROI,Children,100
NW10,CoS-places,CoS-places,ROI,Children,100
RJM10,CoS-places,CoS-places,ROI,Children,100
AyS10,CoS-places,CoS-places,ROI,Children,100
CGSA11,CoS-places,CoS-places,ROI,Children,100
MFC11,CoS-places,mFus-faces,ROI,Children,0
JTE11,CoS-places,CoS-places,ROI,Children,100
JDB11,CoS-places,CoS-places,ROI,Children,100
LL11,CoS-places,CoS-places,ROI,Children,100
CS11,CoS-places,CoS-places,ROI,Children,100
OS12,CoS-places,CoS-places,ROI,Children,100
CLC06,CoS-places,CoS-places,ROI,Children,100
KG22/KG22_150201_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CS22/CS22_150322_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
JH22/JH22_150227_time_01_2,FG4,FG4,Cytoarchitecture,Adults,100
MJW22/MJW22_150415_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
NAV22/NAV22_150329_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
ML23/ML23_150314_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
EA23/EA23_150208_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JEW23/JEW23_150322_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JP23/JP23_150210_time_01_2,FG4,FG4,Cytoarchitecture,Adults,100
SL23/SL23_150321_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MW23/MW23_140720_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
LB23/LB23_140706_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MBA24/MBA24_150227_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
TL24/TL24_150310_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JG24/JG24_140117_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AMWS24/AMWS24_140611_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
BM24/BM24_150726_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
NC24/NC24_150321_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CB24/CB24_151102_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CR24/CR24_150307_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AI24/AI24_150309_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AD25/AD25_150226_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
MB26/MB26_150426_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MC26/MC26_150211_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MMC27/MMC27_150321_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MSH28/MSH28_150401_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
KG22/KG22_150201_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CS22/CS22_150322_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JH22/JH22_150227_time_01_2,FG4,FG4,Cytoarchitecture,Adults,100
MJW22/MJW22_150415_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
NAV22/NAV22_150329_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
ML23/ML23_150314_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JEW23/JEW23_150322_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
GB23/GB23_150301_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
JP23/JP23_150210_time_01_2,FG4,FG4,Cytoarchitecture,Adults,100
SL23/SL23_150321_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MW23/MW23_140720_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
LB23/LB23_140706_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MBA24/MBA24_150227_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
TL24/TL24_150310_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JG24/JG24_140117_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
NC24/NC24_150321_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CB24/CB24_151102_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CR24/CR24_150307_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AI24/AI24_150309_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AD25/AD25_150226_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JM25/JM25_150324_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MB26/MB26_150426_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MC26/MC26_150211_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MMC27/MMC27_150321_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MSH28/MSH28_150401_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
KG22/KG22_150201_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CS22/CS22_150322_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JH22/JH22_150227_time_01_2,FG4,FG4,Cytoarchitecture,Adults,100
ML23/ML23_150314_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
EA23/EA23_150208_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JEW23/JEW23_150322_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
GB23/GB23_150301_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
JP23/JP23_150210_time_01_2,FG4,FG4,Cytoarchitecture,Adults,100
MW23/MW23_140720_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
LB23/LB23_140706_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MBA24/MBA24_150227_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
TL24/TL24_150310_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JG24/JG24_140117_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AMWS24/AMWS24_140611_time_01_1,FG4,FG3,Cytoarchitecture,Adults,0
BM24/BM24_150726_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CB24/CB24_151102_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
CR24/CR24_150307_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AI24/AI24_150309_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
AD25/AD25_150226_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
JM25/JM25_150324_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MC26/MC26_150211_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
MSH28/MSH28_150401_time_01_1,FG4,FG4,Cytoarchitecture,Adults,100
KG22/KG22_150201_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
CS22/CS22_150322_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
JH22/JH22_150227_time_01_2,FG3,FG3,Cytoarchitecture,Adults,100
MJW22/MJW22_150415_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
NAV22/NAV22_150329_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
ML23/ML23_150314_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
EA23/EA23_150208_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
JEW23/JEW23_150322_time_01_1,FG3,FG4,Cytoarchitecture,Adults,0
GB23/GB23_150301_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
JP23/JP23_150210_time_01_2,FG3,FG3,Cytoarchitecture,Adults,100
SL23/SL23_150321_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
MW23/MW23_140720_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
LB23/LB23_140706_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
MBA24/MBA24_150227_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
TL24/TL24_150310_time_01_1,FG3,FG4,Cytoarchitecture,Adults,0
JG24/JG24_140117_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
AMWS24/AMWS24_140611_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
BM24/BM24_150726_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
NC24/NC24_150321_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
CB24/CB24_151102_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
CR24/CR24_150307_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
AI24/AI24_150309_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
AD25/AD25_150226_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
JM25/JM25_150324_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
MB26/MB26_150426_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
MC26/MC26_150211_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
MMC27/MMC27_150321_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
MSH28/MSH28_150401_time_01_1,FG3,FG3,Cytoarchitecture,Adults,100
KG22/KG22_150201_time_01_1,face,body,Category,Adults,0
CS22/CS22_150322_time_01_1,face,place,Category,Adults,0
JH22/JH22_150227_time_01_2,face,word,Category,Adults,0
MJW22/MJW22_150415_time_01_1,face,face,Category,Adults,100
NAV22/NAV22_150329_time_01_1,face,body,Category,Adults,0
ML23/ML23_150314_time_01_1,face,place,Category,Adults,0
EA23/EA23_150208_time_01_1,face,word,Category,Adults,0
JEW23/JEW23_150322_time_01_1,face,face,Category,Adults,100
JP23/JP23_150210_time_01_2,face,body,Category,Adults,0
SL23/SL23_150321_time_01_1,face,word,Category,Adults,0
MW23/MW23_140720_time_01_1,face,body,Category,Adults,0
LB23/LB23_140706_time_01_1,face,body,Category,Adults,0
MBA24/MBA24_150227_time_01_1,face,place,Category,Adults,0
TL24/TL24_150310_time_01_1,face,body,Category,Adults,0
JG24/JG24_140117_time_01_1,face,word,Category,Adults,0
AMWS24/AMWS24_140611_time_01_1,face,place,Category,Adults,0
BM24/BM24_150726_time_01_1,face,word,Category,Adults,0
NC24/NC24_150321_time_01_1,face,face,Category,Adults,100
CB24/CB24_151102_time_01_1,face,word,Category,Adults,0
CR24/CR24_150307_time_01_1,face,face,Category,Adults,100
AI24/AI24_150309_time_01_1,face,face,Category,Adults,100
AD25/AD25_150226_time_01_1,face,face,Category,Adults,100
MB26/MB26_150426_time_01_1,face,word,Category,Adults,0
MC26/MC26_150211_time_01_1,face,face,Category,Adults,100
MMC27/MMC27_150321_time_01_1,face,body,Category,Adults,0
MSH28/MSH28_150401_time_01_1,face,body,Category,Adults,0
KG22/KG22_150201_time_01_1,word,word,Category,Adults,100
CS22/CS22_150322_time_01_1,word,word,Category,Adults,100
JH22/JH22_150227_time_01_2,word,word,Category,Adults,100
MJW22/MJW22_150415_time_01_1,word,word,Category,Adults,100
NAV22/NAV22_150329_time_01_1,word,body,Category,Adults,0
ML23/ML23_150314_time_01_1,word,word,Category,Adults,100
JEW23/JEW23_150322_time_01_1,word,word,Category,Adults,100
GB23/GB23_150301_time_01_1,word,place,Category,Adults,0
JP23/JP23_150210_time_01_2,word,body,Category,Adults,0
SL23/SL23_150321_time_01_1,word,word,Category,Adults,100
MW23/MW23_140720_time_01_1,word,body,Category,Adults,0
LB23/LB23_140706_time_01_1,word,word,Category,Adults,100
MBA24/MBA24_150227_time_01_1,word,word,Category,Adults,100
TL24/TL24_150310_time_01_1,word,word,Category,Adults,100
JG24/JG24_140117_time_01_1,word,word,Category,Adults,100
NC24/NC24_150321_time_01_1,word,word,Category,Adults,100
CB24/CB24_151102_time_01_1,word,word,Category,Adults,100
CR24/CR24_150307_time_01_1,word,word,Category,Adults,100
AI24/AI24_150309_time_01_1,word,body,Category,Adults,0
AD25/AD25_150226_time_01_1,word,word,Category,Adults,100
JM25/JM25_150324_time_01_1,word,body,Category,Adults,0
MB26/MB26_150426_time_01_1,word,word,Category,Adults,100
MC26/MC26_150211_time_01_1,word,word,Category,Adults,100
MMC27/MMC27_150321_time_01_1,word,word,Category,Adults,100
MSH28/MSH28_150401_time_01_1,word,word,Category,Adults,100
KG22/KG22_150201_time_01_1,body,body,Category,Adults,100
CS22/CS22_150322_time_01_1,body,word,Category,Adults,0
JH22/JH22_150227_time_01_2,body,word,Category,Adults,0
ML23/ML23_150314_time_01_1,body,body,Category,Adults,100
EA23/EA23_150208_time_01_1,body,body,Category,Adults,100
JEW23/JEW23_150322_time_01_1,body,body,Category,Adults,100
GB23/GB23_150301_time_01_1,body,place,Category,Adults,0
JP23/JP23_150210_time_01_2,body,body,Category,Adults,100
MW23/MW23_140720_time_01_1,body,body,Category,Adults,100
LB23/LB23_140706_time_01_1,body,face,Category,Adults,0
MBA24/MBA24_150227_time_01_1,body,face,Category,Adults,0
TL24/TL24_150310_time_01_1,body,word,Category,Adults,0
JG24/JG24_140117_time_01_1,body,word,Category,Adults,0
AMWS24/AMWS24_140611_time_01_1,body,place,Category,Adults,0
BM24/BM24_150726_time_01_1,body,body,Category,Adults,100
CB24/CB24_151102_time_01_1,body,word,Category,Adults,0
CR24/CR24_150307_time_01_1,body,body,Category,Adults,100
AI24/AI24_150309_time_01_1,body,face,Category,Adults,0
AD25/AD25_150226_time_01_1,body,face,Category,Adults,0
JM25/JM25_150324_time_01_1,body,body,Category,Adults,100
MC26/MC26_150211_time_01_1,body,body,Category,Adults,100
MSH28/MSH28_150401_time_01_1,body,face,Category,Adults,0
KG22/KG22_150201_time_01_1,place,place,Category,Adults,100
CS22/CS22_150322_time_01_1,place,place,Category,Adults,100
JH22/JH22_150227_time_01_2,place,place,Category,Adults,100
MJW22/MJW22_150415_time_01_1,place,place,Category,Adults,100
NAV22/NAV22_150329_time_01_1,place,place,Category,Adults,100
ML23/ML23_150314_time_01_1,place,place,Category,Adults,100
EA23/EA23_150208_time_01_1,place,place,Category,Adults,100
JEW23/JEW23_150322_time_01_1,place,face,Category,Adults,0
GB23/GB23_150301_time_01_1,place,place,Category,Adults,100
JP23/JP23_150210_time_01_2,place,place,Category,Adults,100
SL23/SL23_150321_time_01_1,place,place,Category,Adults,100
MW23/MW23_140720_time_01_1,place,place,Category,Adults,100
LB23/LB23_140706_time_01_1,place,place,Category,Adults,100
MBA24/MBA24_150227_time_01_1,place,place,Category,Adults,100
TL24/TL24_150310_time_01_1,place,face,Category,Adults,0
JG24/JG24_140117_time_01_1,place,place,Category,Adults,100
AMWS24/AMWS24_140611_time_01_1,place,place,Category,Adults,100
BM24/BM24_150726_time_01_1,place,place,Category,Adults,100
NC24/NC24_150321_time_01_1,place,place,Category,Adults,100
CB24/CB24_151102_time_01_1,place,place,Category,Adults,100
CR24/CR24_150307_time_01_1,place,place,Category,Adults,100
AI24/AI24_150309_time_01_1,place,place,Category,Adults,100
AD25/AD25_150226_time_01_1,place,place,Category,Adults,100
