subject,actual_label,predicted_label,classified_by,Group,Accuracy
LL11,FG4,FG4,Cytoarchitecture,Children,100
LL11,FG2,FG2,Cytoarchitecture,Children,100
CS11,FG4,FG4,Cytoarchitecture,Children,100
CS11,FG4,FG4,Cytoarchitecture,Children,100
CS11,FG2,FG2,Cytoarchitecture,Children,100
CS11,FG2,FG2,Cytoarchitecture,Children,100
OS12_fixed,FG4,FG4,Cytoarchitecture,Children,100
OS12_fixed,FG2,FG4,Cytoarchitecture,Children,0
OS12_fixed,FG2,FG4,Cytoarchitecture,Children,0
CLC06_edited,FG4,FG4,Cytoarchitecture,Children,100
CLC06_edited,FG4,FG4,Cytoarchitecture,Children,100
CLC06_edited,FG2,FG2,Cytoarchitecture,Children,100
RJ09,FG4,FG4,Cytoarchitecture,Children,100
RJ09,FG4,FG4,Cytoarchitecture,Children,100
ZCM05_T1w1_final_edited,face,face,Category,Children,100
MEC05_T1w1_Final2_edited,face,face,Category,Children,100
RHSA06_T1w1_final_edited,face,word,Category,Children,0
RHSA06_T1w1_final_edited,word,word,Category,Children,100
RHSA06_T1w1_final_edited,face,face,Category,Children,100
RHSA06_T1w1_final_edited,word,word,Category,Children,100
INW06_final_edited,face,face,Category,Children,100
INW06_final_edited,word,word,Category,Children,100
INW06_final_edited,face,face,Category,Children,100
INW06_final_edited,word,word,Category,Children,100
AlS07_edited,face,face,Category,Children,100
SDS07_T1w1_final_edited,word,face,Category,Children,0
SDS07_T1w1_final_edited,word,face,Category,Children,0
SM08_edited,face,face,Category,Children,100
SM08_edited,word,word,Category,Children,100
SM08_edited,face,face,Category,Children,100
SM08_edited,word,face,Category,Children,0
MDT09_T1w1_final_edited,face,face,Category,Children,100
MDT09_T1w1_final_edited,face,face,Category,Children,100
LEE09_T1w1_final_edited,face,face,Category,Children,100
LEE09_T1w1_final_edited,word,word,Category,Children,100
LEE09_T1w1_final_edited,face,face,Category,Children,100
LEE09_T1w1_final_edited,word,word,Category,Children,100
GEJA09_T1w1_final_edited,face,face,Category,Children,100
GEJA09_T1w1_final_edited,word,face,Category,Children,0
GEJA09_T1w1_final_edited,face,face,Category,Children,100
GEJA09_T1w1_final_edited,word,face,Category,Children,0
DAPA10_final_edited,face,face,Category,Children,100
AG10_T1w1_final_edited,face,face,Category,Children,100
AG10_T1w1_final_edited,word,word,Category,Children,100
AG10_T1w1_final_edited,word,word,Category,Children,100
STM10_T1w1_final_edited,face,face,Category,Children,100
STM10_T1w1_final_edited,word,word,Category,Children,100
STM10_T1w1_final_edited,face,face,Category,Children,100
SERA10_T1w1_final_edited,face,face,Category,Children,100
SERA10_T1w1_final_edited,word,word,Category,Children,100
SERA10_T1w1_final_edited,face,word,Category,Children,0
SERA10_T1w1_final_edited,word,word,Category,Children,100
KW10_edited,face,face,Category,Children,100
KW10_edited,word,face,Category,Children,0
KW10_edited,face,word,Category,Children,0
KW10_edited,word,word,Category,Children,100
NW10_edited,face,word,Category,Children,0
NW10_edited,face,face,Category,Children,100
RJM10_edited,face,face,Category,Children,100
RJM10_edited,word,word,Category,Children,100
RJM10_edited,face,face,Category,Children,100
RJM10_edited,word,face,Category,Children,0
AyS10,face,face,Category,Children,100
AyS10,word,face,Category,Children,0
CGSA11_final,face,word,Category,Children,0
CGSA11_final,word,face,Category,Children,0
CGSA11_final,face,word,Category,Children,0
CGSA11_final,word,word,Category,Children,100
MFC11_final_edited,word,face,Category,Children,0
MFC11_final_edited,face,face,Category,Children,100
MFC11_final_edited,word,face,Category,Children,0
JTE11_T1w1_final_edited,face,face,Category,Children,100
JTE11_T1w1_final_edited,word,face,Category,Children,0
JTE11_T1w1_final_edited,face,word,Category,Children,0
JDB11_edited,face,face,Category,Children,100
JDB11_edited,word,word,Category,Children,100
JDB11_edited,face,face,Category,Children,100
JDB11_edited,word,word,Category,Children,100
LL11,face,word,Category,Children,0
LL11,word,word,Category,Children,100
LL11,word,word,Category,Children,100
CS11,face,face,Category,Children,100
CS11,word,face,Category,Children,0
CS11,face,face,Category,Children,100
CS11,word,word,Category,Children,100
OS12_fixed,face,face,Category,Children,100
OS12_fixed,face,face,Category,Children,100
OS12_fixed,word,face,Category,Children,0
CLC06_edited,face,face,Category,Children,100
CLC06_edited,word,face,Category,Children,0
CLC06_edited,word,word,Category,Children,100
RJ09,face,face,Category,Children,100
RJ09,word,face,Category,Children,0
ZCM05_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
MEC05_T1w1_Final2_edited,pFus-faces,pFus-faces,ROI,Children,100
RHSA06_T1w1_final_edited,mFus-faces,mOTS-words,ROI,Children,0
RHSA06_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
RHSA06_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
RHSA06_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
INW06_final_edited,mFus-faces,mFus-faces,ROI,Children,100
INW06_final_edited,mOTS-words,mOTS-words,ROI,Children,100
INW06_final_edited,pFus-faces,pFus-faces,ROI,Children,100
INW06_final_edited,pOTS-words,pOTS-words,ROI,Children,100
AlS07_edited,pFus-faces,mFus-faces,ROI,Children,0
SDS07_T1w1_final_edited,mOTS-words,pFus-faces,ROI,Children,0
SDS07_T1w1_final_edited,pOTS-words,pFus-faces,ROI,Children,0
SM08_edited,mFus-faces,mFus-faces,ROI,Children,100
SM08_edited,mOTS-words,pOTS-words,ROI,Children,0
SM08_edited,pFus-faces,pFus-faces,ROI,Children,100
SM08_edited,pOTS-words,pFus-faces,ROI,Children,0
MDT09_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
MDT09_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
LEE09_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
LEE09_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
LEE09_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
LEE09_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
GEJA09_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
GEJA09_T1w1_final_edited,mOTS-words,mFus-faces,ROI,Children,0
GEJA09_T1w1_final_edited,pFus-faces,mFus-faces,ROI,Children,0
GEJA09_T1w1_final_edited,pOTS-words,pFus-faces,ROI,Children,0
DAPA10_final_edited,pFus-faces,pFus-faces,ROI,Children,100
AG10_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
AG10_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
AG10_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
STM10_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
STM10_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
STM10_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
SERA10_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
SERA10_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
SERA10_T1w1_final_edited,pFus-faces,pOTS-words,ROI,Children,0
SERA10_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
KW10_edited,mFus-faces,mFus-faces,ROI,Children,100
KW10_edited,mOTS-words,mFus-faces,ROI,Children,0
KW10_edited,pFus-faces,pOTS-words,ROI,Children,0
KW10_edited,pOTS-words,pOTS-words,ROI,Children,100
NW10_edited,mFus-faces,mOTS-words,ROI,Children,0
NW10_edited,pFus-faces,pFus-faces,ROI,Children,100
RJM10_edited,mFus-faces,mFus-faces,ROI,Children,100
RJM10_edited,mOTS-words,mOTS-words,ROI,Children,100
RJM10_edited,pFus-faces,pFus-faces,ROI,Children,100
RJM10_edited,pOTS-words,pFus-faces,ROI,Children,0
AyS10,mFus-faces,mFus-faces,ROI,Children,100
AyS10,mOTS-words,mFus-faces,ROI,Children,0
CGSA11_final,mFus-faces,mOTS-words,ROI,Children,0
CGSA11_final,mOTS-words,mFus-faces,ROI,Children,0
CGSA11_final,pFus-faces,pOTS-words,ROI,Children,0
CGSA11_final,pOTS-words,pOTS-words,ROI,Children,100
MFC11_final_edited,mOTS-words,mFus-faces,ROI,Children,0
MFC11_final_edited,pFus-faces,pFus-faces,ROI,Children,100
MFC11_final_edited,pOTS-words,pFus-faces,ROI,Children,0
JTE11_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
JTE11_T1w1_final_edited,mOTS-words,mFus-faces,ROI,Children,0
JTE11_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
JDB11_edited,mFus-faces,mFus-faces,ROI,Children,100
JDB11_edited,mOTS-words,mOTS-words,ROI,Children,100
JDB11_edited,pFus-faces,mFus-faces,ROI,Children,0
JDB11_edited,pOTS-words,mOTS-words,ROI,Children,0
LL11,mFus-faces,mOTS-words,ROI,Children,0
LL11,mOTS-words,mOTS-words,ROI,Children,100
LL11,pOTS-words,pOTS-words,ROI,Children,100
CS11,mFus-faces,mFus-faces,ROI,Children,100
CS11,mOTS-words,mFus-faces,ROI,Children,0
CS11,pFus-faces,pFus-faces,ROI,Children,100
CS11,pOTS-words,pOTS-words,ROI,Children,100
OS12_fixed,mFus-faces,mFus-faces,ROI,Children,100
OS12_fixed,pFus-faces,mFus-faces,ROI,Children,0
OS12_fixed,pOTS-words,mFus-faces,ROI,Children,0
CLC06_edited,mFus-faces,mFus-faces,ROI,Children,100
CLC06_edited,mOTS-words,mFus-faces,ROI,Children,0
CLC06_edited,pOTS-words,pOTS-words,ROI,Children,100
RJ09,mFus-faces,mFus-faces,ROI,Children,100
RJ09,mOTS-words,mFus-faces,ROI,Children,0
KG22_edited,FG4,FG4,Cytoarchitecture,Adults,100
KG22_edited,FG4,FG4,Cytoarchitecture,Adults,100
KG22_edited,FG2,FG4,Cytoarchitecture,Adults,0
CS22_edited,FG4,FG4,Cytoarchitecture,Adults,100
CS22_edited,FG4,FG4,Cytoarchitecture,Adults,100
CS22_edited,FG2,FG2,Cytoarchitecture,Adults,100
CS22_edited,FG2,FG4,Cytoarchitecture,Adults,0
JH22_edited,FG4,FG4,Cytoarchitecture,Adults,100
JH22_edited,FG4,FG4,Cytoarchitecture,Adults,100
JH22_edited,FG2,FG2,Cytoarchitecture,Adults,100
JH22_edited,FG2,FG4,Cytoarchitecture,Adults,0
MJW22,FG4,FG4,Cytoarchitecture,Adults,100
MJW22,FG4,FG4,Cytoarchitecture,Adults,100
MJW22,FG2,FG2,Cytoarchitecture,Adults,100
MJW22,FG2,FG2,Cytoarchitecture,Adults,100
natalia,FG4,FG4,Cytoarchitecture,Adults,100
natalia,FG4,FG4,Cytoarchitecture,Adults,100
natalia,FG2,FG2,Cytoarchitecture,Adults,100
natalia,FG2,FG2,Cytoarchitecture,Adults,100
ML23_edited,FG4,FG4,Cytoarchitecture,Adults,100
ML23_edited,FG4,FG4,Cytoarchitecture,Adults,100
ML23_edited,FG2,FG2,Cytoarchitecture,Adults,100
ML23_edited,FG2,FG2,Cytoarchitecture,Adults,100
EA23_edited,FG4,FG4,Cytoarchitecture,Adults,100
EA23_edited,FG2,FG2,Cytoarchitecture,Adults,100
JEW23,FG4,FG4,Cytoarchitecture,Adults,100
JEW23,FG4,FG4,Cytoarchitecture,Adults,100
JEW23,FG2,FG4,Cytoarchitecture,Adults,0
JEW23,FG2,FG4,Cytoarchitecture,Adults,0
GB23_edited,FG4,FG4,Cytoarchitecture,Adults,100
GB23_edited,FG2,FG2,Cytoarchitecture,Adults,100
JP23_edited,FG4,FG4,Cytoarchitecture,Adults,100
JP23_edited,FG4,FG4,Cytoarchitecture,Adults,100
JP23_edited,FG2,FG2,Cytoarchitecture,Adults,100
JP23_edited,FG2,FG2,Cytoarchitecture,Adults,100
SL23_edited,FG4,FG4,Cytoarchitecture,Adults,100
SL23_edited,FG4,FG4,Cytoarchitecture,Adults,100
SL23_edited,FG2,FG2,Cytoarchitecture,Adults,100
SL23_edited,FG2,FG2,Cytoarchitecture,Adults,100
MW23_edited,FG4,FG4,Cytoarchitecture,Adults,100
MW23_edited,FG4,FG4,Cytoarchitecture,Adults,100
MW23_edited,FG2,FG2,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG4,FG4,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG4,FG4,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG2,FG2,Cytoarchitecture,Adults,100
MBA24,FG4,FG4,Cytoarchitecture,Adults,100
MBA24,FG4,FG4,Cytoarchitecture,Adults,100
MBA24,FG2,FG4,Cytoarchitecture,Adults,0
MBA24,FG2,FG4,Cytoarchitecture,Adults,0
TL24_edited,FG4,FG4,Cytoarchitecture,Adults,100
TL24_edited,FG4,FG4,Cytoarchitecture,Adults,100
TL24_edited,FG2,FG2,Cytoarchitecture,Adults,100
jesse_T1_4run_avg,FG4,FG4,Cytoarchitecture,Adults,100
jesse_T1_4run_avg,FG4,FG4,Cytoarchitecture,Adults,100
jesse_T1_4run_avg,FG2,FG4,Cytoarchitecture,Adults,0
jesse_T1_4run_avg,FG2,FG2,Cytoarchitecture,Adults,100
AWMS24_QMR,FG4,FG4,Cytoarchitecture,Adults,100
AWMS24_QMR,FG2,FG2,Cytoarchitecture,Adults,100
BM24_edited,FG4,FG4,Cytoarchitecture,Adults,100
BM24_edited,FG2,FG2,Cytoarchitecture,Adults,100
BM24_edited,FG2,FG2,Cytoarchitecture,Adults,100
NC24_edited,FG4,FG4,Cytoarchitecture,Adults,100
NC24_edited,FG4,FG4,Cytoarchitecture,Adults,100
NC24_edited,FG2,FG2,Cytoarchitecture,Adults,100
CB24_edited,FG4,FG4,Cytoarchitecture,Adults,100
CB24_edited,FG4,FG4,Cytoarchitecture,Adults,100
CB24_edited,FG2,FG2,Cytoarchitecture,Adults,100
CR24,FG4,FG4,Cytoarchitecture,Adults,100
CR24,FG4,FG4,Cytoarchitecture,Adults,100
CR24,FG2,FG2,Cytoarchitecture,Adults,100
AI24_edited,FG4,FG2,Cytoarchitecture,Adults,0
AI24_edited,FG4,FG2,Cytoarchitecture,Adults,0
AI24_edited,FG2,FG2,Cytoarchitecture,Adults,100
AI24_edited,FG2,FG2,Cytoarchitecture,Adults,100
AD25_edited,FG4,FG4,Cytoarchitecture,Adults,100
AD25_edited,FG4,FG4,Cytoarchitecture,Adults,100
AD25_edited,FG2,FG2,Cytoarchitecture,Adults,100
AD25_edited,FG2,FG2,Cytoarchitecture,Adults,100
JM25_edited,FG4,FG4,Cytoarchitecture,Adults,100
JM25_edited,FG2,FG4,Cytoarchitecture,Adults,0
JM25_edited,FG2,FG4,Cytoarchitecture,Adults,0
michaelb_QMR_4run_t1w,FG4,FG4,Cytoarchitecture,Adults,100
michaelb_QMR_4run_t1w,FG4,FG4,Cytoarchitecture,Adults,100
michaelb_QMR_4run_t1w,FG2,FG4,Cytoarchitecture,Adults,0
michaelb_QMR_4run_t1w,FG2,FG4,Cytoarchitecture,Adults,0
MC26_edited,FG4,FG4,Cytoarchitecture,Adults,100
MC26_edited,FG4,FG4,Cytoarchitecture,Adults,100
MC26_edited,FG2,FG4,Cytoarchitecture,Adults,0
MC26_edited,FG2,FG2,Cytoarchitecture,Adults,100
MMC27_edited,FG4,FG4,Cytoarchitecture,Adults,100
MMC27_edited,FG4,FG4,Cytoarchitecture,Adults,100
MMC27_edited,FG2,FG2,Cytoarchitecture,Adults,100
MMC27_edited,FG2,FG2,Cytoarchitecture,Adults,100
MSH28_edited,FG4,FG2,Cytoarchitecture,Adults,0
MSH28_edited,FG4,FG4,Cytoarchitecture,Adults,100
MSH28_edited,FG2,FG2,Cytoarchitecture,Adults,100
MSH28_edited,FG2,FG2,Cytoarchitecture,Adults,100
KG22_edited,face,face,Category,Adults,100
KG22_edited,word,word,Category,Adults,100
KG22_edited,word,face,Category,Adults,0
CS22_edited,face,face,Category,Adults,100
CS22_edited,word,word,Category,Adults,100
CS22_edited,face,face,Category,Adults,100
CS22_edited,word,word,Category,Adults,100
JH22_edited,face,face,Category,Adults,100
JH22_edited,word,word,Category,Adults,100
JH22_edited,face,face,Category,Adults,100
JH22_edited,word,face,Category,Adults,0
MJW22,face,face,Category,Adults,100
MJW22,word,word,Category,Adults,100
MJW22,face,word,Category,Adults,0
MJW22,word,word,Category,Adults,100
natalia,face,word,Category,Adults,0
natalia,word,word,Category,Adults,100
natalia,face,face,Category,Adults,100
natalia,word,word,Category,Adults,100
ML23_edited,face,face,Category,Adults,100
ML23_edited,word,word,Category,Adults,100
ML23_edited,face,face,Category,Adults,100
ML23_edited,word,face,Category,Adults,0
EA23_edited,face,face,Category,Adults,100
EA23_edited,face,word,Category,Adults,0
JEW23,face,face,Category,Adults,100
JEW23,word,word,Category,Adults,100
JEW23,face,face,Category,Adults,100
JEW23,word,word,Category,Adults,100
GB23_edited,word,face,Category,Adults,0
GB23_edited,word,word,Category,Adults,100
JP23_edited,face,face,Category,Adults,100
JP23_edited,word,word,Category,Adults,100
JP23_edited,face,word,Category,Adults,0
JP23_edited,word,face,Category,Adults,0
SL23_edited,face,face,Category,Adults,100
SL23_edited,word,word,Category,Adults,100
SL23_edited,face,word,Category,Adults,0
SL23_edited,word,word,Category,Adults,100
MW23_edited,face,face,Category,Adults,100
MW23_edited,word,word,Category,Adults,100
MW23_edited,word,word,Category,Adults,100
LB23_T1w1_final,face,face,Category,Adults,100
LB23_T1w1_final,word,word,Category,Adults,100
LB23_T1w1_final,word,word,Category,Adults,100
MBA24,face,face,Category,Adults,100
MBA24,word,word,Category,Adults,100
MBA24,face,face,Category,Adults,100
MBA24,word,face,Category,Adults,0
TL24_edited,face,face,Category,Adults,100
TL24_edited,word,word,Category,Adults,100
TL24_edited,word,word,Category,Adults,100
jesse_T1_4run_avg,face,face,Category,Adults,100
jesse_T1_4run_avg,word,word,Category,Adults,100
jesse_T1_4run_avg,face,face,Category,Adults,100
jesse_T1_4run_avg,word,word,Category,Adults,100
AWMS24_QMR,face,face,Category,Adults,100
AWMS24_QMR,face,face,Category,Adults,100
BM24_edited,face,face,Category,Adults,100
BM24_edited,face,face,Category,Adults,100
BM24_edited,word,word,Category,Adults,100
NC24_edited,face,face,Category,Adults,100
NC24_edited,word,word,Category,Adults,100
NC24_edited,word,word,Category,Adults,100
CB24_edited,face,face,Category,Adults,100
CB24_edited,word,face,Category,Adults,0
CB24_edited,word,face,Category,Adults,0
CR24,face,face,Category,Adults,100
CR24,word,word,Category,Adults,100
CR24,word,word,Category,Adults,100
AI24_edited,face,face,Category,Adults,100
AI24_edited,word,word,Category,Adults,100
AI24_edited,face,word,Category,Adults,0
AI24_edited,word,word,Category,Adults,100
AD25_edited,face,face,Category,Adults,100
AD25_edited,word,word,Category,Adults,100
AD25_edited,face,face,Category,Adults,100
AD25_edited,word,word,Category,Adults,100
JM25_edited,word,word,Category,Adults,100
JM25_edited,face,face,Category,Adults,100
JM25_edited,word,face,Category,Adults,0
michaelb_QMR_4run_t1w,face,face,Category,Adults,100
michaelb_QMR_4run_t1w,word,face,Category,Adults,0
michaelb_QMR_4run_t1w,face,face,Category,Adults,100
michaelb_QMR_4run_t1w,word,face,Category,Adults,0
MC26_edited,face,word,Category,Adults,0
MC26_edited,word,word,Category,Adults,100
MC26_edited,face,face,Category,Adults,100
MC26_edited,word,word,Category,Adults,100
MMC27_edited,face,face,Category,Adults,100
MMC27_edited,word,word,Category,Adults,100
MMC27_edited,face,face,Category,Adults,100
MMC27_edited,word,word,Category,Adults,100
MSH28_edited,face,face,Category,Adults,100
MSH28_edited,word,word,Category,Adults,100
MSH28_edited,face,word,Category,Adults,0
MSH28_edited,word,word,Category,Adults,100
KG22_edited,mFus-faces,mFus-faces,ROI,Adults,100
KG22_edited,mOTS-words,mOTS-words,ROI,Adults,100
KG22_edited,pOTS-words,mFus-faces,ROI,Adults,0
CS22_edited,mFus-faces,mFus-faces,ROI,Adults,100
CS22_edited,mOTS-words,mOTS-words,ROI,Adults,100
CS22_edited,pFus-faces,pOTS-words,ROI,Adults,0
CS22_edited,pOTS-words,mOTS-words,ROI,Adults,0
JH22_edited,mFus-faces,mFus-faces,ROI,Adults,100
JH22_edited,mOTS-words,mOTS-words,ROI,Adults,100
JH22_edited,pFus-faces,pFus-faces,ROI,Adults,100
JH22_edited,pOTS-words,mFus-faces,ROI,Adults,0
MJW22,mFus-faces,mFus-faces,ROI,Adults,100
MJW22,mOTS-words,mOTS-words,ROI,Adults,100
MJW22,pFus-faces,pOTS-words,ROI,Adults,0
MJW22,pOTS-words,pOTS-words,ROI,Adults,100
natalia,mFus-faces,mOTS-words,ROI,Adults,0
natalia,mOTS-words,mOTS-words,ROI,Adults,100
natalia,pFus-faces,pFus-faces,ROI,Adults,100
natalia,pOTS-words,pOTS-words,ROI,Adults,100
ML23_edited,mFus-faces,mFus-faces,ROI,Adults,100
ML23_edited,mOTS-words,mOTS-words,ROI,Adults,100
ML23_edited,pFus-faces,pFus-faces,ROI,Adults,100
ML23_edited,pOTS-words,pFus-faces,ROI,Adults,0
EA23_edited,mFus-faces,mFus-faces,ROI,Adults,100
EA23_edited,pFus-faces,pOTS-words,ROI,Adults,0
JEW23,mFus-faces,mFus-faces,ROI,Adults,100
JEW23,mOTS-words,mOTS-words,ROI,Adults,100
JEW23,pFus-faces,mFus-faces,ROI,Adults,0
JEW23,pOTS-words,mOTS-words,ROI,Adults,0
GB23_edited,mOTS-words,mFus-faces,ROI,Adults,0
GB23_edited,pOTS-words,pOTS-words,ROI,Adults,100
JP23_edited,mFus-faces,mFus-faces,ROI,Adults,100
JP23_edited,mOTS-words,mOTS-words,ROI,Adults,100
JP23_edited,pFus-faces,pOTS-words,ROI,Adults,0
JP23_edited,pOTS-words,pFus-faces,ROI,Adults,0
SL23_edited,mFus-faces,mFus-faces,ROI,Adults,100
SL23_edited,mOTS-words,mOTS-words,ROI,Adults,100
SL23_edited,pFus-faces,pOTS-words,ROI,Adults,0
SL23_edited,pOTS-words,pOTS-words,ROI,Adults,100
MW23_edited,mFus-faces,mFus-faces,ROI,Adults,100
MW23_edited,mOTS-words,mOTS-words,ROI,Adults,100
MW23_edited,pOTS-words,pOTS-words,ROI,Adults,100
LB23_T1w1_final,mFus-faces,mFus-faces,ROI,Adults,100
LB23_T1w1_final,mOTS-words,mOTS-words,ROI,Adults,100
LB23_T1w1_final,pOTS-words,pOTS-words,ROI,Adults,100
MBA24,mFus-faces,mFus-faces,ROI,Adults,100
MBA24,mOTS-words,mOTS-words,ROI,Adults,100
MBA24,pFus-faces,mFus-faces,ROI,Adults,0
MBA24,pOTS-words,mFus-faces,ROI,Adults,0
TL24_edited,mFus-faces,mFus-faces,ROI,Adults,100
TL24_edited,mOTS-words,mOTS-words,ROI,Adults,100
TL24_edited,pOTS-words,pOTS-words,ROI,Adults,100
jesse_T1_4run_avg,mFus-faces,mFus-faces,ROI,Adults,100
jesse_T1_4run_avg,mOTS-words,mOTS-words,ROI,Adults,100
jesse_T1_4run_avg,pFus-faces,pFus-faces,ROI,Adults,100
jesse_T1_4run_avg,pOTS-words,mOTS-words,ROI,Adults,0
AWMS24_QMR,mFus-faces,mFus-faces,ROI,Adults,100
AWMS24_QMR,pFus-faces,pFus-faces,ROI,Adults,100
BM24_edited,mFus-faces,mFus-faces,ROI,Adults,100
BM24_edited,pFus-faces,pFus-faces,ROI,Adults,100
